"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Lars2",-0.885624813194616,11.9512884758069,-65.0242297618349,0,0,1754.17898202313
"Tpm2",1.01077993490892,12.226966127149,58.8208559463708,0,0,1476.73427770507
"Tmsb4x",0.401952275907977,13.0410278491446,54.5906914550901,0,0,1295.33757166602
"Tagln",0.957633711799394,12.5113828464692,54.2547999484865,0,0,1281.22850847898
"Myl6",0.475886951395907,12.7248288782508,53.5158916970438,0,0,1250.38427661681
"Mgp",0.767596777164954,12.5926311358078,53.2525973503466,0,0,1239.44709973836
"Scara5",-0.45270464158104,10.1791413818926,-51.4121707754572,0,0,1163.63829230579
"Acta2",0.846099227453147,12.6773273672005,51.1194454176945,0,0,1151.98683019202
"Tmsb10",-0.757800737847822,10.8254059048405,-49.2530523990194,0,0,1077.19464365548
"Csrp2",0.748717767434398,12.1405861848378,48.5343249139956,0,0,1048.83500597019
"Gpc3",-0.478011704845805,10.2224314611571,-48.4485410628523,0,0,1045.2427644803
"Lgi2",-0.321341893208402,10.0908503028214,-47.3787446250921,0,0,1003.37552485371
"Fndc1",-0.385478499153944,10.16524913794,-47.3612650631888,0,0,1002.80364867593
"Myl9",0.833293513967234,12.0343750351714,47.1959058683928,0,0,996.731206900378
"Tshz2",-0.403616876365023,10.1893015537208,-45.5026580579078,0,0,931.836531904478
"Abca8a",-0.421671318015148,10.1615014951998,-45.4835950525163,0,0,931.08069781478
"Cd9",0.572558443519105,11.9647321511034,45.2994239114677,0,0,924.505259073915
"Gpx3",-0.33793021464729,10.0936174779724,-44.8816130150164,0,0,908.392195629408
"Lamb1",-0.294558205095459,10.0907733779961,-44.8616220382919,0,0,907.6416151756
"Anpep",-0.278297748745974,10.0891708881767,-44.5803393349784,0,0,897.155129473909
"Dstn",0.588040680858834,12.3011407436176,44.4068306127663,0,0,891.186367306056
"Adgrd1",-0.284223778405506,10.0730522624875,-44.3997511851897,0,0,890.423421453691
"Scn7a",-0.324881043390013,10.1048493020761,-44.3721205826572,0,0,889.44475953218
"Nupr1",0.650781827820904,11.5695990436908,44.2918174137675,0,0,886.925630712021
"Gm42418",-0.307938208495584,13.4651802319839,-44.1387407224367,0,0,881.259043270168
"Igfbp7",0.676611796775541,12.3001266326287,44.0992071105524,0,0,879.806146439028
"Rps28",-0.556591737494395,11.6423529159202,-44.0735334870509,0,0,878.859483941174
"Cygb",-0.390784324767207,10.1596762354492,-43.9790513077208,0,0,874.993683268797
"Dpt",-0.483604298986331,10.2661559983602,-43.8903202738785,0,0,871.858257196018
"Lbp",-0.281623256339127,10.0849396958787,-43.7303211726571,0,0,865.735472119495
"Gdf10",-0.392999299782174,10.1492878439722,-43.5902110097367,0,0,860.690609523271
"Clec3b",-0.580283540432607,10.3803425434651,-43.3294559971827,0,0,851.397909895146
"Fth1",0.278340956443474,12.8911465045176,43.3096933119003,0,0,850.841058386355
"Bicc1",-0.350088869896155,10.1300138479815,-43.2820285046681,0,0,849.399863368001
"Lpar1",-0.2843160255404,10.0952668167102,-43.1679735845152,0,0,845.194821776045
"Cd34",-0.496779430717661,10.3178748339122,-43.1427779300941,0,0,844.555163151226
"Klf4",-0.630960021215474,10.6048273414558,-43.0349299632775,0,0,840.791926822865
"Gfpt2",-0.295045661412212,10.0897402968736,-42.9580278784163,0,0,837.558560218679
"Emilin2",-0.29858900646172,10.116489494553,-42.8929601494486,0,0,835.239235758025
"Ms4a4d",-0.255559424784694,10.0600031822739,-42.8588725945929,0,0,833.919547107457
"Ebf2",-0.287779267353512,10.0812130596856,-42.7502994190354,0,0,830.024099074747
"C3",-0.529067780566425,10.3000380418972,-42.3082314951261,0,0,814.385742032001
"Fbln1",-0.389427078846435,10.1793628827686,-42.0982993907632,0,0,806.723738110519
"Dpep1",-0.296023230400762,10.0957697459752,-42.0563912889695,0,0,805.102614640728
"Igfbp6",-0.459856399390061,10.2471412131001,-41.9876520225868,0,0,802.856568603296
"Ccn2",0.716034407226523,11.8592845005627,41.9514816110262,0,0,801.866676428238
"Dcn",-0.828888351161163,10.7659803324986,-41.9022230752792,0,0,800.078108175168
"Itga8",0.730236030701858,11.7717456760481,41.8373314001243,0,0,797.799798419161
"Tgfbi",-0.422132457606624,10.2257709616381,-41.8371946406652,0,0,797.467423317778
"Lrrn4cl",-0.233308804521331,10.0526873058976,-41.6448995046167,0,0,790.379677882836
"Tm4sf1",0.633570148265914,11.9615005367817,41.6259535351416,0,0,790.289622246582
"Il33",-0.256009126788713,10.0744297759176,-41.6328336845101,0,0,789.985820144194
"Col5a3",-0.273113801804454,10.0564649970353,-41.3506952149964,0,0,779.968780792425
"Pi16",-0.52623371338394,10.3252448961103,-41.2515802211457,0,0,776.822709760347
"C7",-0.248867748485068,10.0400457852515,-41.1725757782888,0,0,773.661286402533
"Xdh",-0.321445881659205,10.1370949398191,-41.0293114558375,0,0,768.772412459424
"Man1a",-0.371177510367845,10.2276930226038,-40.9781026357866,0,0,767.102685056162
"Tmem100",-0.278190273875355,10.0936643116075,-40.9094404577807,0,0,764.501524459681
"Pdgfra",-0.367552221482541,10.1701196907689,-40.8483877075287,0,0,762.476962459275
"Igsf10",-0.255067116432635,10.062116265325,-40.7377047967188,0,0,758.442480444176
"Arhgap20",-0.248086889923169,10.061879737157,-40.5730195818767,0,0,752.695758295518
"Pdpn",-0.238284287527318,10.0588766791915,-40.5347153203994,0,0,751.356759016449
"Spock2",-0.206147432743116,10.0264638549657,-40.5016011510613,0,0,750.150622808866
"Fbln2",-0.43723634633403,10.2906851246994,-40.2747762113421,0,0,742.646512367352
"Ppl",-0.229726064683852,10.0495077245628,-39.9240932946965,1.97626258336499e-323,6.07700744384733e-322,730.195746086328
"Steap4",-0.248854725639893,10.0491210497999,-39.8049676784794,8.69555536680594e-322,2.63485208927137e-320,726.096738440183
"Ccl11",-0.277608784395149,10.0938230965929,-39.7165541231954,1.80926839507064e-320,5.40077979438442e-319,723.131078095983
"Cd55",-0.290015299184075,10.1180408559406,-39.5370788951908,8.49251414899102e-318,2.49779827911501e-316,717.021233884831
"Fyn",-0.27297649505728,10.1227668672129,-39.449932117557,1.67137151129622e-316,4.84455510735454e-315,714.051242437055
"Aldh1a3",-0.229249803989475,10.0530870478821,-39.4310858008608,3.18160835404465e-316,9.09030958369051e-315,713.298487093564
"Gm26917",-0.547462383250428,10.2947917540091,-39.4131112805642,5.8775591702221e-316,1.65565047040855e-314,713.030548721558
"Itih5",-0.284474126843696,10.0942050894532,-39.3410388698464,6.87213743558536e-315,1.90892706541842e-313,710.292902207786
"Ildr2",-0.236445922271519,10.0504731237942,-39.3192882756201,1.44241153657875e-314,3.95181242896326e-313,709.482594522649
"Svep1",-0.263784904493924,10.0704449341285,-39.1898194629418,1.18320053314026e-312,3.19783927875729e-311,705.110689171677
"C2",-0.225758224459991,10.0484162468567,-39.1556660529592,3.77733810189941e-312,1.00729016050651e-310,703.914885796964
"Lum",-0.383844385424084,10.2001696675132,-39.1311245590425,8.69432778865431e-312,2.28798099701429e-310,703.313040370385
"Podn",-0.258300153544099,10.0649878623279,-39.0783425365181,5.21605807196944e-311,1.35482027843362e-309,701.318226183162
"Cpxm1",-0.248629203862263,10.0743355710642,-38.9505944686706,3.95727815442769e-309,1.01468670626351e-307,697.007465505672
"Lgals1",0.516859731763251,11.9659415625982,38.8543146378942,1.02646393204941e-307,2.59864286594788e-306,694.347762156894
"Cadm3",-0.211042233137562,10.0420803926724,-38.8031015110661,5.78628339144859e-307,1.44657084786215e-305,691.972569183399
"C1ra",-0.31658157557573,10.1583942811854,-38.7829212250424,1.14327089912811e-306,2.78846560762954e-305,691.473731248385
"Inmt",-0.27347810360436,10.0736028522956,-38.7838095900586,1.10951255973796e-306,2.73953718453818e-305,691.373430630477
"Thy1",-0.244705056761076,10.0724381808412,-38.6404609537738,1.3890756186094e-304,3.34717016532387e-303,686.544952682695
"Dnm1",-0.205268084634993,10.0386749035224,-38.5345617955071,4.8824838000168e-303,1.16249614286114e-301,682.932259957294
"Itm2a",-0.232153276110543,10.0632874941944,-38.5330613191172,5.13478418859833e-303,1.20818451496431e-301,682.922663212895
"Procr",-0.255635032479727,10.0987784281434,-38.37124686952,1.16559898119396e-300,2.71069530510222e-299,677.558162726636
"Nid1",-0.403690178765533,10.2728045589177,-38.1357910682112,3.0313779297483e-297,6.9686848959731e-296,669.944767227893
"Serpinf1",-0.394994697520652,10.241656424563,-38.0933455136925,1.24627222374936e-296,2.83243687215764e-295,668.494437584458
"Adamtsl1",-0.257883142804252,10.0811360676454,-38.0278326455083,1.10218018875555e-295,2.47680941293382e-294,666.081021437335
"Mmp2",-0.320595507158835,10.170521952696,-37.9743093149116,6.52746932122574e-295,1.45054873805017e-293,664.440531827039
"Srpx",-0.233851881446919,10.0564240986572,-37.9725256171183,6.92587469148661e-295,1.52217026186519e-293,664.204476385555
"Olfml3",-0.231768947427542,10.0573345706344,-37.9550243039208,1.23846204065061e-294,2.69230878402306e-293,663.624988987693
"Smpd3",-0.265114201511214,10.0818163654228,-37.9092200093977,5.66332531541072e-294,1.21791942266897e-292,662.145052742317
"Akap12",-0.347322038325224,10.1974340039394,-37.9011175080937,7.40956776173087e-294,1.57650377909168e-292,662.052253456253
"Serpina3n",-0.188333093877,10.0225499368374,-37.8531636827855,3.63257286413936e-293,7.64752181924076e-292,660.189104162149
"Tspan11",-0.21707523746899,10.0350420689709,-37.8223807938655,1.00709478181464e-292,2.0981141287805e-291,659.192033569426
"Dpp4",-0.218686179826117,10.0496175782355,-37.725916519347,2.44962500682201e-291,5.05077320994228e-290,656.027505032631
"Ifi207",-0.245241641651715,10.0794251815796,-37.7153711615076,3.47102560374641e-291,7.08372572193145e-290,655.729059068767
"Ackr3",-0.339095003238672,10.2015722007287,-37.6547504438294,2.57001297422741e-290,5.19194540247963e-289,653.913661589765
"Opcml",-0.223937520323517,10.0544214617377,-37.6218385479634,7.61286389999713e-290,1.52257277999943e-288,652.601454724435
"Cmip",-0.236473817084445,10.1014516653083,-37.5738310133373,3.70611782799544e-289,7.33884718414939e-288,651.096440575338
"Lpl",-0.401383906868208,10.2370512223673,-37.5039415065526,3.70183374493145e-288,7.25849753908128e-287,648.993846944294
"Dapk1",-0.263418381924714,10.1148668894913,-37.4917332914384,5.53177353756363e-288,1.07413078399294e-286,648.415451345388
"C1s1",-0.385586580347027,10.2273824785396,-37.4520710630031,2.03852934433056e-287,3.88291303682011e-286,647.276490530425
"Enpp3",-0.20876453948825,10.0456711464726,-37.4571521659878,1.7249411693431e-287,3.31719455642905e-286,647.167350773427
"Medag",-0.287275819545986,10.1258110661983,-37.3773623812272,2.37177676412489e-286,4.47505049834885e-285,644.676435973579
"Sult5a1",-0.180699595619719,10.0198630946152,-37.3563465715606,4.72700325233814e-286,8.83552009782829e-285,643.813950328543
"Sned1",-0.267400353231798,10.0712687708733,-37.2028095488052,7.22604336678104e-284,1.33815617903353e-282,638.875159361289
"Sirpa",-0.259406139488487,10.1230119599688,-37.1209453221809,1.04899728413116e-282,1.92476565895626e-281,636.28501437727
"Rab7b",-0.199831449601419,10.0468907750349,-37.1205363946643,1.06309796657943e-282,1.93290539378078e-281,636.148622356846
"Tek",-0.2779365437284,10.134767276978,-37.0685035855375,5.80826252201472e-282,1.0465337877504e-280,634.590735134626
"Add3",-0.346156378576842,10.2400481028525,-37.0513247248231,1.01707787940308e-281,1.81621049893407e-280,634.185786790979
"Fst",-0.264387513428678,10.0880126943402,-37.0387953123499,1.53023156897207e-281,2.70837445835765e-280,633.550998152703
"Sfrp1",-0.332015145009732,10.1689001540271,-37.0163886528308,3.17612750112217e-281,5.57215351074065e-280,632.945452198673
"Fxyd6",-0.221846249108768,10.0605761285532,-37.0040063621185,4.75436784725264e-281,8.26846582130894e-280,632.373735205934
"Slc43a3",-0.32471471193116,10.1978973965327,-36.8787755053411,2.7955257310976e-279,4.81987195016828e-278,628.51550445067
"Itpr2",-0.253592591425003,10.1028602739081,-36.8537631867286,6.2996126373513e-279,1.07685686108569e-277,627.55893879854
"Rps27",-0.435455336214773,11.7648824093884,-36.7565442931997,1.47590670351451e-277,2.50153678561782e-276,624.989599615718
"Fmo1",-0.297699760396608,10.1310541742335,-36.7353975818869,2.92844232601445e-277,4.92175180842764e-276,623.766496340421
"Smoc2",-0.32263470146092,10.1320759118507,-36.703961495391,8.10524724647625e-277,1.35087454107938e-275,622.750070286015
"Lmo2",-0.313323336248821,10.1707318625524,-36.688815218521,1.32338635567221e-276,2.187415463921e-275,622.32110843095
"Sost",0.636474786081287,11.4070562486569,36.6170013192902,1.34991649796385e-275,2.2129778655145e-274,620.469561837694
"Ifi204",-0.233193557261698,10.0684307160335,-36.6065899137852,1.88977122513445e-275,3.07279874005601e-274,619.503791754385
"Nova1",-0.175887707054885,10.0202439365131,-36.5895595050693,3.27587374100237e-275,5.28366732419738e-274,618.870470555672
"Plau",-0.168115040977554,10.0142821422264,-36.5814037951184,4.26297497573422e-275,6.82075996117476e-274,618.596369983235
"Entpd2",-0.315442784259542,10.1596141253668,-36.5072230607207,4.66896503550238e-274,7.41105561190853e-273,616.441764296931
"Vit",-0.264205652926183,10.1045091901252,-36.5025028776538,5.43639349250731e-274,8.56124959449969e-273,616.204106926651
"Gpnmb",-0.20925218242659,10.0417241765602,-36.5006103106856,5.77840630841145e-274,9.0287598568929e-273,616.040375201546
"Efemp1",-0.282313373673333,10.1221822765105,-36.4854894721289,9.40745528147103e-274,1.45852019867768e-272,615.683220950255
"Ptgis",0.555969519658198,11.6072428122545,36.4528414509363,2.69312350114646e-273,4.11163893304804e-272,615.188216496065
"Armh4",-0.197796083563734,10.0371787636198,-36.460089327352,2.13244067048967e-273,3.28067795459949e-272,614.72779024835
"Penk",-0.211126971535094,10.0407571871758,-36.449561617086,2.99314476374211e-273,4.53506782385168e-272,614.395074621651
"Car8",-0.20486788295908,10.0567228499168,-36.4408455002432,3.96291900253561e-273,5.95927669554226e-272,614.142124184819
"Cfb",-0.231710696883489,10.0756932673779,-36.4365164002414,4.55560114878506e-273,6.7994046996792e-272,614.034452538345
"Ptgs1",-0.250490966705758,10.1121336844806,-36.3615555649466,5.07918206029273e-272,7.52471416339664e-271,611.683770880493
"Slfn5",-0.346458835267953,10.2168029075824,-36.2297731255164,3.49036468829862e-270,5.13288924749797e-269,607.612475713599
"Gm34455",-0.207207240383578,10.0405043979876,-36.1758339088502,1.96481236396392e-269,2.86833921746557e-268,605.611607649686
"Cmah",-0.211218421940213,10.0520193345827,-36.0858134936613,3.49827309618544e-268,5.06996100896441e-267,602.754653214358
"9930111J21Rik2",-0.234767764360345,10.1080561103498,-36.0494796706322,1.11663881329193e-267,1.60667455149917e-266,601.687263981356
"Serpine2",0.595070702530586,11.5027058242106,36.0312173111148,2.00040986124261e-267,2.85772837320373e-266,601.683717352658
"Pcdh19",-0.225119810422848,10.0573045060162,-35.9978094237405,5.80846735813581e-267,8.23896079168199e-266,599.955666080215
"Cald1",0.54707766281585,12.0782025351114,35.9667201676287,1.56522734161786e-266,2.18912914911589e-265,599.630472497144
"Bace2",-0.215912692075142,10.0725359191747,-35.9776156647648,1.10594113372928e-266,1.5576635686328e-265,599.338107845037
"Synpo2",0.583232612400542,11.4043542134749,35.935074675121,4.29044064486861e-266,5.95894534009529e-265,598.617518353886
"Myh11",0.6656276182163,12.0688632642494,35.9111407636432,9.19417869671656e-266,1.26816257885746e-264,597.861870432483
"Hmcn2",-0.193601447007575,10.0177340975817,-35.9033698117301,1.17747126543536e-265,1.61297433621282e-264,596.879467886506
"Cd248",-0.323395556666796,10.1757963634535,-35.870361791663,3.36591698842008e-265,4.57947889580963e-264,596.086289941729
"1700019D03Rik",-0.174746272357712,10.0262104125647,-35.8497167115324,6.48997379722034e-265,8.77023486110857e-264,595.189133738018
"Abca8b",-0.20295394193106,10.0417460727021,-35.7242049665182,3.49158895635921e-263,4.68669658571706e-262,591.234511052717
"Spon1",-0.22372144132037,10.0651562616081,-35.7054537333402,6.32697702662614e-263,8.43596936883485e-262,590.680060545655
"Rab3il1",-0.196199513554159,10.0490330554012,-35.6941624700102,9.0491455928094e-263,1.19856233017343e-261,590.295647594819
"Pcsk6",-0.272552967863987,10.1148280150928,-35.6584888236141,2.80133412652485e-262,3.68596595595375e-261,589.272536606329
"Adamts12",-0.20319142220962,10.0362869135119,-35.627776200316,7.40577064903841e-262,9.68074594645544e-261,588.172738132255
"Emp1",-0.302010970814342,10.1816069023568,-35.5722998636458,4.2804381952598e-261,5.55901064319454e-260,586.654006732994
"Igf1",-0.302708227289539,10.1365056931345,-35.5019445638368,3.94851172382895e-260,5.09485383719865e-259,584.364204635137
"Fgd5",-0.216483597589599,10.0716258511624,-35.4968281706134,4.64032786809583e-260,5.94913829243055e-259,584.098433347216
"Prlr",-0.185210867528287,10.0163711926174,-35.4580183544888,1.57813721248487e-259,2.01036587577691e-258,582.779255135358
"Tnfaip2",-0.184105154190817,10.0412556930041,-35.4532115119234,1.83634782521637e-259,2.32449091799541e-258,582.672700795018
"Rgl1",-0.235531623047342,10.0911146891626,-35.4236502437925,4.66148547933591e-259,5.86350374759234e-258,581.825796247245
"Lgals9",-0.22340683019603,10.0950463119988,-35.2774656673693,4.62727219561726e-257,5.78409024452158e-256,577.239244551576
"Basp1",-0.192825853857663,10.0430863143337,-35.27650007816,4.76972278771709e-257,5.92512147542496e-256,577.120439265353
"Adh1",-0.218335751420218,10.0702881198924,-35.1078651076186,9.41733319244573e-255,1.16263372746244e-253,571.885179402096
"Aldh1a1",-0.210346525458094,10.0388357741953,-35.0317786283189,1.01578269299233e-253,1.24635913250592e-252,569.45516975532
"Angptl1",-0.179894672134537,10.0179040086542,-34.9238471251139,2.94421788838887e-252,3.59050961998643e-251,566.053359270624
"Vsir",-0.222498587172073,10.0867913435532,-34.9093322542738,4.62739916682247e-252,5.60896868705754e-251,565.722265498016
"Slc4a4",-0.246958994914101,10.1107124913349,-34.8618701444169,2.02764175569481e-251,2.44294187433109e-250,564.28258201895
"Itga11",-0.157817160622018,10.0119536977937,-34.8163881268118,8.34133499233811e-251,9.9896227453151e-250,562.70080098326
"Zfp385a",-0.198653868502058,10.0555140827148,-34.7617767381869,4.54930428420107e-250,5.4158384335727e-249,561.08402868862
"Cnn1",0.590414166672609,11.5562568287553,34.7269068570895,1.34235437071192e-249,1.58858505409694e-248,560.688886230902
"Gas7",-0.236212339849891,10.0937213009504,-34.6898950836619,4.22912263493594e-249,4.97543839404229e-248,558.921925850096
"Postn",0.577423367942879,11.4628893217784,34.6371930975211,2.16367212212602e-248,2.53061066915324e-247,557.909517027643
"Ggt5",-0.162725145492809,10.0104238854217,-34.6350754134324,2.31025880205701e-248,2.68634744425233e-247,557.078478175925
"Abca9",-0.210421183286977,10.0606146959813,-34.5913949548716,8.92434447093653e-248,1.03171612380769e-246,555.818542458158
"Gda",-0.296767591370861,10.115182437209,-34.5854138082569,1.07373522762813e-247,1.23417842256107e-246,555.723585374579
"Apod",-0.200603329099863,10.036435970009,-34.5160830521853,9.14417910049505e-247,1.04504904005658e-245,553.450833816085
"Bmp4",-0.252811400695711,10.1099105495284,-34.511178276495,1.06389598690932e-246,1.20897271239695e-245,553.422267891341
"Thbd",-0.313848485203945,10.2199814438734,-34.4221181901309,1.65798126775453e-245,1.87342516130455e-244,550.847586443933
"Bmx",-0.204373364527241,10.0595057887856,-34.3807458174354,5.92663425474066e-245,6.65913961206816e-244,549.322531000583
"Flt4",-0.170768622728099,10.0134882695329,-34.3179862437234,4.08342740414975e-244,4.56248871972039e-243,547.312436921899
"Lima1",-0.329428289914006,10.2423397392499,-34.2835133988833,1.17741813755767e-243,1.30824237506408e-242,546.618956308256
"Pls3",0.517811359215337,11.5546842333751,34.2232859842425,7.47406076184191e-243,8.25863067606841e-242,545.177681256524
"Gpsm3",-0.183294277562593,10.0640562966782,-34.2039350255716,1.35270344619371e-242,1.48648730350957e-241,543.907166464719
"Hs3st1",-0.198724815783239,10.0701543360287,-34.1819129034018,2.65627821619507e-242,2.90303630185253e-241,543.24233588021
"Pla1a",-0.184707865342167,10.0294562054842,-34.1199017390349,1.77304234694215e-241,1.92721994232843e-240,541.273264692689
"Marcks",-0.424545778967259,10.3710833486256,-34.07582617569,6.82322641064052e-241,7.37646098447624e-240,540.4099785679
"mt-Cytb",0.236857210673126,13.218389542455,34.046945913168,1.64877270056544e-240,1.77287387157574e-239,539.76026839464
"Chst1",-0.159604503366836,10.009264052824,-33.9898141307219,9.42766100438638e-240,1.00830598977394e-238,537.265454160003
"Wnt5a",-0.255633531344328,10.0906753041922,-33.9734896914706,1.55091690817646e-239,1.64991160444304e-238,536.912195466896
"Tmem158",-0.269477882055559,10.1462152437798,-33.9537476999111,2.83088307742127e-239,2.99564346817065e-238,536.39804685681
"Eps8",-0.19235684352871,10.0540010090603,-33.9251514556303,6.76471753826942e-239,7.1207553034415e-238,535.378469125888
"Rbp4",0.563432819266405,11.033105983994,33.8665298854235,4.02737776884989e-238,4.2171494961779e-237,534.254681969976
"Icam1",-0.199377585466594,10.0746167687203,-33.8571254665194,5.36064611767559e-238,5.58400637257874e-237,533.345866908198
"Klhl4",-0.154545323403184,10.0097648275114,-33.7903980055956,4.07037533438328e-237,4.21800552785832e-236,531.203710212521
"Mmrn1",-0.197299094434145,10.0215456008629,-33.7639996966043,9.06899833337432e-237,9.34948281791168e-236,530.425520545382
"Flrt2",-0.247913400336246,10.1007215713043,-33.7483058373489,1.45981964555753e-236,1.49725091852054e-235,530.08605476901
"Cilp",-0.183106011960012,10.016000199048,-33.7148606058355,4.02372749044987e-236,4.10584437801007e-235,528.926537705551
"Apbb1ip",-0.198478385360207,10.0711313928327,-33.7037884428768,5.62761994977775e-236,5.71331974596726e-235,528.691917044468
"Kcnn4",-0.164304895534512,10.0258161934285,-33.6914737706931,8.17195966233065e-236,8.2545047094249e-235,528.236895443179
"Dact2",-0.158072165933529,10.0117622658029,-33.6006221628562,1.27655347087762e-234,1.28296831243982e-233,525.464182735186
"Ccnd1",-0.218961104627274,10.0788644152405,-33.5868546862785,1.93512159325056e-234,1.93512159325056e-233,525.168873957967
"Igfbp4",-0.419050766284769,10.3660033080241,-33.56960413147,3.25838533156691e-234,3.21023185376051e-233,525.045844345391
"Naalad2",-0.226184250565629,10.0835859902494,-33.5801982866456,2.36612896982256e-234,2.35435718390305e-233,524.974338540173
"Nhsl1",-0.175572581425593,10.0335897589963,-33.5712480180742,3.10057179254397e-234,3.06987306192472e-233,524.6181236877
"Mmp19",-0.166780786825814,10.0200382988829,-33.5630365385986,3.97312604176585e-234,3.89522160957437e-233,524.345454308004
"Ifi203",-0.22394737482726,10.1019467257561,-33.5369226370125,8.73911037782185e-234,8.52596134421644e-233,523.702055550544
"Hba-a2",-0.983877903493187,10.2501146599745,-33.4720571599355,6.17859482089936e-233,5.99863574844598e-232,521.980162260933
"Thsd7a",-0.176866921406269,10.0386349665091,-33.4531132263458,1.09324109318193e-232,1.05627158761539e-231,521.067562416541
"Tmem119",-0.172580408672808,10.0271803637337,-33.4326451370001,2.02467640450136e-232,1.94680423509746e-231,520.431181942096
"Ifi205",-0.157003626064883,10.0110756260534,-33.4208677965974,2.88599994220397e-232,2.76172243273107e-231,520.046596779359
"Socs3",-0.252074764914047,10.1371429003942,-33.3642250797111,1.58512826276411e-231,1.50964596453725e-230,518.559297161718
"Gja5",-0.202216525080328,10.0576928719384,-33.3411547655845,3.17016240399446e-231,3.0048932739284e-230,517.736370160084
"Kctd12",-0.282285576543003,10.1928645816571,-33.3164125299697,6.66390490482673e-231,6.28670274040258e-230,517.213467595692
"Tiam1",-0.171549912621566,10.0309363085819,-33.2022556686769,2.04124372141232e-229,1.91666077127917e-228,513.528268003036
"Plpp3",-0.545540572597492,10.8215294487626,-33.1625416142293,6.69824616888774e-229,6.26004314849322e-228,513.055309330939
"Igfbp3",-0.206620145413044,10.0370016443327,-33.117142328874,2.60194929775049e-228,2.42041795139581e-227,510.995718042953
"Tmeff2",-0.244095620907135,10.1076965083862,-33.1030080811941,3.96868418343411e-228,3.6747075772538e-227,510.694082283715
"Fgf7",-0.175364562845568,10.0277248327815,-33.0857482531107,6.64437115111134e-228,6.12384437890446e-227,510.042431396789
"Afap1l2",-0.171598437160366,10.0333603969856,-33.0565927440957,1.58598672749181e-227,1.44838970547198e-226,509.183699368632
"Cpz",-0.156778905269707,10.0095689349944,-33.0569841116543,1.5675785889507e-227,1.43814549445018e-226,509.15063686029
"Plscr4",-0.218684407208737,10.0881209117117,-32.8684162725558,4.29116814610032e-225,3.90106195100029e-224,503.684684456579
"Stxbp6",-0.203744975983382,10.0840901291423,-32.8501866405864,7.37242580752745e-225,6.67187855884837e-224,503.136418325783
"Hist1h2bc",0.468703012914284,10.7678501745168,32.8150524981099,2.09073869679966e-224,1.88354837549519e-223,502.67493565307
"Pkhd1l1",-0.17957481788927,10.0397094114991,-32.7967639529042,3.59572295370582e-224,3.2248636356106e-223,501.47577395551
"Cpne8",-0.197404470724207,10.0735389923229,-32.7770607959131,6.44717329383445e-224,5.7564047266379e-223,500.951715913369
"Lsr",-0.157703318681182,10.0248506924696,-32.7563828430719,1.1895054620795e-223,1.05733818851511e-222,500.253248556116
"Ccr2",-0.1749161119132,10.0369680550195,-32.7418345468972,1.82991919668621e-223,1.61939751919133e-222,499.844788348669
"Ackr2",-0.144486692065668,10.006232401025,-32.7385702781361,2.01555882158271e-223,1.77582275029313e-222,499.690767826974
"Hba-a1",-0.99968046376506,10.2708488511092,-32.7098274488909,4.71792913219929e-223,4.13853432649061e-222,499.277101658182
"Sfrp4",-0.307353583537553,10.1700847747242,-32.6994892640412,6.40526403619708e-223,5.56979481408442e-222,498.813126306216
"Mmrn2",-0.243810283862063,10.1161256243689,-32.6996588034868,6.37323176871355e-223,5.56614128271926e-222,498.730824234134
"Podxl",-0.239634770713749,10.100623173735,-32.6498242354119,2.77953979039891e-222,2.40652795705533e-221,497.234994296028
"Wnt10b",-0.146073108689736,10.0057699023023,-32.6439143619352,3.30957632235082e-222,2.85308303650933e-221,496.89386084854
"Ifi211",-0.153467185052525,10.0178510224511,-32.6327249432442,4.60528588257054e-222,3.95303509233523e-221,496.587203614742
"Cd24a",-0.264172489643546,10.0968890910059,-32.5925700286992,1.50606877398648e-221,1.28723826836451e-220,495.54247134291
"Slco2b1",-0.187505182750721,10.0456888038436,-32.5751532754564,2.516998513871e-221,2.14212639478383e-220,494.941654039419
"Hspa12b",-0.187548758254575,10.0526444513751,-32.5639823956786,3.498534279823e-221,2.96485955917203e-220,494.624512522066
"Aif1l",-0.156569682256324,10.0175977508192,-32.5291980364708,9.74814687812891e-221,8.22628428534085e-220,493.537020476167
"Tcap",0.489456847874656,10.7052994822094,32.4814115399053,3.97816912264223e-220,3.34299926272456e-219,492.817059943548
"Trim30a",-0.196868785922574,10.0744349569314,-32.4361108360796,1.50662074440506e-219,1.26077049741009e-218,490.904991499227
"Lvrn",-0.144033356385245,10.0047995140552,-32.3970636158394,4.74206739459191e-219,3.95172282882659e-218,489.631121907229
"Tie1",-0.217875119237378,10.0802599381187,-32.382601831657,7.24892853654456e-219,6.01570832908262e-218,489.343068617009
"Sp100",-0.220255244192129,10.1087847105676,-32.3551585295922,1.62120540545e-218,1.33983917805785e-217,488.589654089508
"Kbtbd11",-0.145680488572419,10.0065518640647,-32.3500042791422,1.88566501827135e-218,1.55198766935913e-217,488.255478678025
"Rps29",-0.296330637090216,12.1444549660027,-32.3169433476268,4.96834549627622e-218,4.03930528152538e-217,488.097024211808
"Dclk1",-0.20992801733281,10.0667302749692,-32.3208393659511,4.43248751508438e-218,3.63318648777409e-217,487.511962993589
