"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Chp2",-0.373400154114483,10.2687194476461,-54.8466239494647,0,0,1292.91773085721
"Tmem204",-0.417852506893247,10.295154437351,-54.8365213737316,0,0,1292.53573259276
"Csf2rb",-0.390571731297408,10.2787527444595,-54.8308920727326,0,0,1292.28061505109
"Prc1",-0.325683528286488,10.2385475120882,-54.8078323074531,0,0,1291.266499155
"Aqp7",-0.464160928661654,10.3178734416997,-54.8022758520591,0,0,1291.14509989432
"Itgb2",-0.422389950012395,10.3029684609275,-54.7871679578072,0,0,1290.50274415931
"Rassf9",-0.419890275385898,10.2995958694797,-54.7827481082506,0,0,1290.31562332883
"Myoc",-0.326278924090003,10.2385888571313,-54.762076957751,0,0,1289.37341995665
"Slco2b1",-0.400699902205711,10.2857798019006,-54.7547747771644,0,0,1289.14018712915
"Tmem100",-0.42682261985793,10.3023410972358,-54.7496588012199,0,0,1288.95009553787
"Meox2",-0.437535649926504,10.3090873570649,-54.7324048552823,0,0,1288.24458219727
"Kdr",-0.566392285109453,10.3865309631152,-54.7184187104697,0,0,1287.74442144234
"Cebpa",-0.37272100908813,10.2664862779326,-54.7094124975152,0,0,1287.23661786305
"Helz2",-0.407892694458775,10.2978808331557,-54.7080420210889,0,0,1287.22318075434
"Adra2a",-0.332012579484559,10.2442437058941,-54.7098927391746,0,0,1287.22309455708
"Adgrg3",-0.314459307988537,10.2334264345737,-54.7042151615871,0,0,1286.97167423771
"Cdc42ep2",-0.446198854824083,10.328310308385,-54.693747852204,0,0,1286.6684133471
"Tm4sf5",-0.31752706530693,10.2344026191143,-54.6825947035113,0,0,1286.07937853089
"Gpr65",-0.353594643769792,10.2598513031366,-54.6800719247357,0,0,1286.01387499625
"Lmnb1",-0.38091664206997,10.2792891113907,-54.6758149038682,0,0,1285.86589846018
"Fam189a2",-0.386748105482365,10.2801430362857,-54.658994475269,0,0,1285.17169630393
"Pmaip1",-0.357091112523285,10.2603368996141,-54.6530236232934,0,0,1284.89662837485
"Ms4a6b",-0.437360606283384,10.308566925319,-54.6475481736688,0,0,1284.73560995903
"Mmp19",-0.34423487154614,10.2531681949004,-54.6315165660537,0,0,1283.99683541237
"Tpsb2",-0.316500829129819,10.2338984292043,-54.6037213018635,0,0,1282.81902296074
"Cilp",-0.324654977953745,10.2388853509768,-54.5891316595111,0,0,1282.22434247199
"Aldh1a2",-0.349859872790232,10.251734890055,-54.5818380364032,0,0,1281.94295111795
"Fxyd3",-0.3178613352109,10.2346835337713,-54.5800680969197,0,0,1281.84318796175
"Cxcl14",-0.314980922497476,10.2334054510549,-54.5795156197517,0,0,1281.81830544615
"Chil3",-0.316234431785006,10.2348467098387,-54.5436554040973,0,0,1280.33972542714
"Iglc1",-0.437693610849523,10.2972843772028,-54.5408046783719,0,0,1280.31289692182
"Clu",0.836844520813335,11.3301184137907,54.5187592120374,0,0,1279.81809455829
"Clec4a3",-0.371018628619083,10.2646958899206,-54.5108686333005,0,0,1279.03179701487
"Spi1",-0.4190711683638,10.3077170714464,-54.4866071925248,0,0,1278.08835820507
"Sema4a",-0.373311964192943,10.2676791783304,-54.4753115725585,0,0,1277.56886530083
"Cx3cr1",-0.323779995058121,10.2391867878224,-54.4605896258816,0,0,1276.91837230322
"Cenpf",-0.322979726078019,10.2382822237829,-54.4568348059639,0,0,1276.76206340517
"Reln",-0.315975997475777,10.2343839373033,-54.4355535900198,0,0,1275.87789584304
"Sox17",-0.416885187646766,10.2951691700319,-54.4306818202411,0,0,1275.76543484208
"Nts",-0.326725952365843,10.2395342098199,-54.4313130128141,0,0,1275.71131107201
"Rab7b",-0.374386452875191,10.2721351276461,-54.4068819516983,0,0,1274.7524764362
"Cpa3",-0.316242875897281,10.2343049797686,-54.4064690415913,0,0,1274.67839759601
"Nkain4",-0.338484724322937,10.2419665161598,-54.4057055006123,0,0,1274.6597028315
"Pilra",-0.341893480857784,10.2519918512153,-54.3885085051588,0,0,1273.96487889325
"Csf2",-0.312672949191544,10.2337237708044,-54.3755159488432,0,0,1273.40109871049
"Eps8",-0.415315597464101,10.2957125975824,-54.3647361994521,0,0,1273.04717811013
"Slc26a3",-0.31638926392092,10.2344858180365,-54.3611783593306,0,0,1272.81149418582
"Icam1",-0.420603634983188,10.3103529978285,-54.3439076779756,0,0,1272.20724419297
"Arg1",-0.314387832092184,10.2347467675715,-54.3441274393359,0,0,1272.10900390086
"S100a8",-0.332590773525515,10.2394014245056,-54.3321434553686,0,0,1271.62360756683
"Gbp6",-0.352714853659307,10.2575502753849,-54.3232729367231,0,0,1271.28465930321
"Kcna5",-0.400584286783916,10.280987165082,-54.3099979158388,0,0,1270.77207326337
"Ctss",-0.557639375488504,10.4203864656808,-54.2944117767693,0,0,1270.27872238776
"Dlk1",-0.31310507313364,10.2336967912427,-54.1987490559291,0,0,1266.12046023215
"Enpp6",-0.372843899061857,10.274582139069,-54.1882934295264,0,0,1265.75167231223
"Gbp3",-0.411123275538065,10.2993242109267,-54.185695581697,0,0,1265.6784120885
"Gm1673",-0.359605025021921,10.2643976664187,-54.1857385106509,0,0,1265.63177400509
"Myl1",-0.336599972468628,10.2418448372545,-54.1803996285162,0,0,1265.37874342632
"Slc15a3",-0.339324950694181,10.2514235729533,-54.1770637974544,0,0,1265.25535280966
"Pirb",-0.378899704127113,10.2735448446028,-54.1695577852179,0,0,1264.97965418762
"Dok2",-0.385144615768905,10.2772643507787,-54.1394946482235,0,0,1263.74832216488
"Stxbp6",-0.419238180118295,10.3154777734932,-54.1243469095063,0,0,1263.17520305809
"Afap1l2",-0.360631425066039,10.2650838206301,-54.1131817699553,0,0,1262.6481789772
"Ifih1",-0.388783208197522,10.2866847610317,-54.1118149557866,0,0,1262.62264090739
"Ccnb2",-0.316832268919985,10.235841133446,-54.0992126771661,0,0,1262.02973388017
"Lipe",-0.402537190344788,10.2861414958215,-54.0803024404818,0,0,1261.32663549565
"Gata3",-0.3506764071594,10.2591995697407,-54.0728205102531,0,0,1260.98028484744
"Acer2",-0.36559121864183,10.2687859183663,-54.0716936872841,0,0,1260.94793696538
"C2",-0.362272854471589,10.2621366835227,-54.0685020657942,0,0,1260.80751666147
"Arhgap31",-0.52829862707511,10.4061185235811,-54.061248406531,0,0,1260.67528723096
"Oosp1",-0.320749210395219,10.2348182576518,-54.0600950194842,0,0,1260.42014663277
"H19",-0.314435134194881,10.2344080671283,-54.0595054017397,0,0,1260.39520953089
"Fxyd6",-0.38620985145608,10.283357647079,-54.0544059361405,0,0,1260.25846414352
"Chad",-0.311302375063145,10.23292669969,-54.0484300829362,0,0,1259.93764745078
"Ecscr",-0.506415748938789,10.3845804657845,-54.0193869987252,0,0,1258.93533598654
"Tiam1",-0.362848556484746,10.2647504306362,-54.0151480173176,0,0,1258.61864129247
"Enpp3",-0.358088025856407,10.2628083661129,-54.0098464037614,0,0,1258.39804798832
"Cd300lg",-0.539515024206473,10.3713340681785,-53.9949069127369,0,0,1257.91227579516
"Cdk1",-0.321393796573872,10.2384857928364,-53.9855857659891,0,0,1257.36479909673
"Batf3",-0.354790091993291,10.2572345338351,-53.9701672988109,0,0,1256.76022037637
"Smagp",-0.418276915120106,10.3109516250809,-53.9526285303768,0,0,1256.11376164597
"Wnt2",-0.334013863748876,10.2484484517673,-53.9537562071311,0,0,1256.0729480457
"Bst1",-0.342795134237688,10.2517635706773,-53.9524791440636,0,0,1256.02569146933
"Scara5",-0.448521719298457,10.3211170448223,-53.9461237286287,0,0,1255.85788694803
"Gm15987",-0.35490615059161,10.2599018052092,-53.9113111163198,0,0,1254.34837992517
"Igf2",-0.352910554542328,10.2553815633872,-53.9021991322456,0,0,1253.96746972637
"Apoc2",-0.315334471664437,10.236328864889,-53.895601310615,0,0,1253.66720153957
"Birc5",-0.32278775751068,10.2386182213458,-53.8926125330487,0,0,1253.54835070288
"AI662270",-0.497637314376179,10.3187463770205,-53.8668053950813,0,0,1252.60005857496
"Stk10",-0.429008228951067,10.3264359657962,-53.8576000164935,0,0,1252.23274597415
"Cpz",-0.31340631066778,10.2348344787501,-53.8186171120054,0,0,1250.50713064366
"Fam43a",-0.461731611842712,10.3486995400752,-53.8084152210409,0,0,1250.2392170688
"Bmx",-0.383584673560701,10.2793620025673,-53.7917927446252,0,0,1249.47418718787
"S100a9",-0.333802028813157,10.2402398771834,-53.7625026443138,0,0,1248.21666696627
"Cd86",-0.373165403629741,10.2752493621764,-53.7453152998861,0,0,1247.56387698534
"Irf6",-0.341456039344864,10.255344782378,-53.7456424117442,0,0,1247.5472600986
"Kcna1",-0.318521669115169,10.2356104307517,-53.7313831751881,0,0,1246.93315094762
"Cdkn2a",-0.313514890055744,10.2347792746495,-53.712478471435,0,0,1246.1573630953
"Mal",-0.340291389598756,10.2504192124437,-53.7023168168966,0,0,1245.76540308702
"Gm20186",-0.356283905925723,10.2611393587552,-53.69816543197,0,0,1245.61160800688
"Coch",-0.31547081536355,10.2365948448956,-53.6715862210374,0,0,1244.4854855628
"Ear2",-0.35719342970652,10.2555344691793,-53.6618999845547,0,0,1244.11918386655
"Gm21188",-0.345235548734559,10.252565031032,-53.6552534157959,0,0,1243.84159216803
"Adgrg6",-0.340910370661934,10.2529245826661,-53.6506714568244,0,0,1243.65441845206
"Dio2",-0.313466621900645,10.2347978769581,-53.6461368656434,0,0,1243.44095050862
"Mki67",-0.330073433314206,10.2416701084523,-53.6400814190757,0,0,1243.20424198966
"Adamts12",-0.354381437374057,10.2595902773652,-53.6354462036734,0,0,1243.04152271853
"Tap1",-0.42962380632709,10.3287478680529,-53.6319259498875,0,0,1242.98909854907
"Lpar1",-0.401887071406209,10.2943259892583,-53.6237151827508,0,0,1242.61047580367
"Efna1",-0.397497635000834,10.2907223798079,-53.6193901648761,0,0,1242.42855820869
"Abca8b",-0.365156076015687,10.2659070460334,-53.6183969183358,0,0,1242.35318316596
"Atp1b1",-0.403526259805382,10.2983518365514,-53.6126796273506,0,0,1242.1642148586
"Serpinb1a",-0.432688693219527,10.3339121743959,-53.5870563133402,0,0,1241.15866927066
"Slc16a1",-0.360864215028764,10.2632394516918,-53.5582596000686,0,0,1239.88878593267
"Evi2a",-0.391643946177249,10.2887919020459,-53.5524873794261,0,0,1239.68926922532
"Itm2a",-0.37660156468028,10.276105337559,-53.5508831433658,0,0,1239.60615178744
"S100a6",0.834976829691248,11.9523085612754,53.5254796099898,0,0,1239.08804198024
"Spp1",-0.314526200826217,10.2345278686068,-53.5222661596005,0,0,1238.37324719507
"Lilr4b",-0.34966818881891,10.2562480617708,-53.4853233110397,0,0,1236.89671691863
"Tubb2b",-0.361170522700947,10.2701881727653,-53.4550109879739,0,0,1235.67830695463
"Adh1",-0.388722905344139,10.2869569444082,-53.4219888024576,0,0,1234.35309386106
"Cish",-0.348909783398211,10.2609960165678,-53.3745677126375,0,0,1232.37930617023
"Ifi207",-0.42579796019182,10.3077358425084,-53.3682447759269,0,0,1232.18593196007
"Lst1",-0.36626646309206,10.2651885338003,-53.3623699180644,0,0,1231.88843040833
"Scn7a",-0.411176475387368,10.2940317239799,-53.3184563363569,0,0,1230.13669776219
"Itga4",-0.457839082776202,10.3388351705824,-53.3116701482603,0,0,1229.91336166424
"Itih5",-0.409385786999307,10.3006808041143,-53.3065027464702,0,0,1229.65754989797
"Slc43a2",-0.37881706243285,10.2753272654432,-53.3053081026329,0,0,1229.57429774183
"Trim25",-0.433028994689783,10.3316456980892,-53.2932320531612,0,0,1229.15385040111
"Emilin2",-0.432870053977059,10.3161811344819,-53.2892438266438,0,0,1228.97256786911
"Jam2",-0.518168447651265,10.3945106296812,-53.2720094342904,0,0,1228.35293635237
"Ube2l6",-0.891015030280725,10.3777899491116,-53.24000143706,0,0,1227.03033132425
"Angptl7",-0.312800857654125,10.2358503286205,-53.2415285419555,0,0,1226.91346954904
"Dll1",-0.368219891643088,10.2712479030991,-53.2358592469531,0,0,1226.73618669615
"Nt5e",-0.337725565864119,10.2533127497048,-53.2360357126064,0,0,1226.71631630514
"Rgs1",-0.38140698002327,10.2759995249763,-53.2313577071259,0,0,1226.56014671046
"Grasp",-0.406635648942414,10.3041459670666,-53.2295822860394,0,0,1226.52517765829
"Lmod1",0.823432883312689,11.2612298713568,53.2170890598933,0,0,1226.42156932573
"Jag2",-0.371181815258206,10.2679589799218,-53.1744345558908,0,0,1224.22809806794
"Gfra2",-0.352572678796651,10.2569128457349,-53.0902874431826,0,0,1220.7847450875
"AU021092",-0.381219393316995,10.2834756119578,-53.0667470610157,0,0,1219.86495972594
"Fndc1",-0.44461548491131,10.3267499885114,-53.0409296210594,0,0,1218.86863718152
"Trerf1",-0.385891337171193,10.2857002962506,-52.9999196365379,0,0,1217.14929784229
"Cfb",-0.401244402843522,10.2973276185626,-52.9785393754908,0,0,1216.29555304245
"Cd93",-0.532040696276988,10.4067895623196,-52.9679307925493,0,0,1215.98253052142
"Ptprr",-0.351822558725429,10.2598393648829,-52.968886772422,0,0,1215.84996318549
"Irf1",-0.455851428219235,10.3464224173387,-52.9608144626266,0,0,1215.63350406767
"Icam2",-0.5076784943066,10.3916906142223,-52.952246787632,0,0,1215.33214334705
"Add3",-0.539686157258769,10.4645521185927,-52.9418116109428,0,0,1214.97993814644
"Fgf7",-0.342090256059359,10.2563119387235,-52.937355915116,0,0,1214.56286872724
"Col1a2",0.82526767662787,11.4123434382456,52.9133980408716,0,0,1214.07955264476
"Efemp1",-0.472207262772812,10.3500552337026,-52.9215203930908,0,0,1214.03857374076
"Cd274",-0.370419426961218,10.2757801578704,-52.9072310125832,0,0,1213.36744283579
"Mmp9",-0.367591730274489,10.2598296768554,-52.9025712416072,0,0,1213.15547709786
"Timd4",-0.332460025571566,10.2453241403223,-52.89325046901,0,0,1212.75365938147
"Ifit1",-0.360717397178654,10.2619803814244,-52.8914672169858,0,0,1212.70721624505
"Hpgd",-0.384062536555689,10.272236143195,-52.8885696399952,0,0,1212.60496871762
"Plscr2",-0.350203694204689,10.2604475954315,-52.887715331654,0,0,1212.55165468829
"Igkc",-0.695752405981574,10.5051993022078,-52.8735806898472,0,0,1212.21175414299
"Ddit4",-0.388904076174263,10.291557347952,-52.8509312714518,0,0,1211.10229217536
"Pcp4",-0.309912350134834,10.2349924463868,-52.839448754125,0,0,1210.55233019079
"Clec12a",-0.340274753368467,10.2525606810464,-52.7889052445006,0,0,1208.52815595761
"Slco2a1",-0.399404566285265,10.2945575192251,-52.7871753916799,0,0,1208.51821573917
"Cd209a",-0.344034808631561,10.2498953331599,-52.7681083137331,0,0,1207.68044991387
"Sned1",-0.386262040343311,10.2817014936263,-52.7643904592655,0,0,1207.57619834269
"Lpar6",-0.410022444752961,10.3003089767841,-52.7634377528867,0,0,1207.5625828772
"Osm",-0.322672771064639,10.24436392218,-52.7600676150526,0,0,1207.34464914746
"Bcl2l11",-0.382497786450894,10.2881954063006,-52.7434793064207,0,0,1206.73650779097
"Ccr1",-0.34221055943291,10.2538993667602,-52.7301634456693,0,0,1206.14663724213
"Rbp4",0.797058307180105,11.0619346844269,52.6606813710835,0,0,1203.77907156189
"Gja5",-0.384411785913883,10.2794993960504,-52.6600376179751,0,0,1203.3412043766
"Sept1",-0.441124325733337,10.3494594915606,-52.647308073719,0,0,1202.9115357371
"Ccnd1",-0.419703081454754,10.3138282454974,-52.6312278499552,0,0,1202.21916681521
"Mcc",-0.41499787128279,10.3047086294947,-52.6173505520554,0,0,1201.6454334043
"Cd300c2",-0.332240140430029,10.2493005458349,-52.5993930818835,0,0,1200.83922271571
"Cmpk2",-0.352611617678161,10.2614919808801,-52.5983232219111,0,0,1200.81387940733
"Scarb1",-0.427944934805147,10.3126488745398,-52.5641942227301,0,0,1199.50234246769
"Tnfrsf1b",-0.378574001266662,10.2847999375318,-52.5457544363571,0,0,1198.71931877083
"Irf7",-0.367729549649022,10.2661181933066,-52.5366908023574,0,0,1198.3257669994
"H2-Ab1",-0.740012492840968,10.5836795017641,-52.5203618780169,0,0,1197.94029201293
"Ldb2",-0.388063405444582,10.2889586062536,-52.5018554572434,0,0,1196.94833555344
"Jchain",-0.363117297820004,10.2443169082804,-52.4774140786935,0,0,1195.8963863237
"Ptgs1",-0.431909501930129,10.3322677641312,-52.4587987889896,0,0,1195.26095865963
"Gpm6b",-0.372693607929767,10.274329699883,-52.4329679967497,0,0,1194.14140767434
"Stmn2",-0.41216071842871,10.2953821151196,-52.4097026270024,0,0,1193.2299709297
"Tmsb10",-0.837111920572713,11.0052196735646,-52.3960585770818,0,0,1193.13358003643
"Egr2",-0.331890262306032,10.2511451752296,-52.3371859714251,0,0,1190.23493999079
"Ifitm6",-0.344005461435836,10.2551926489122,-52.3259502302566,0,0,1189.78764033036
"Top2a",-0.329629583689098,10.2458336360766,-52.3200104187457,0,0,1189.53365707321
"Cbfa2t3",-0.473818390512024,10.3721260070299,-52.2874568348188,0,0,1188.38111808188
"Hmox1",-0.393815909965612,10.2852152540721,-52.2643173325713,0,0,1187.34315215116
"Fmo1",-0.461803340603813,10.3499960088228,-52.2615133102286,0,0,1187.30879696171
"Nfam1",-0.35951415218668,10.2682676146699,-52.2571360958728,0,0,1187.02882842012
"Nusap1",-0.371328288107232,10.2466792324172,-52.2255023590328,0,0,1185.72182533655
"Cd300a",-0.345688764368065,10.2579550692049,-52.1755497754468,0,0,1183.72160239279
"Olfr558",-0.342602277519442,10.2471024007467,-52.1624848510399,0,0,1183.17897812347
"Cd209g",-0.347730122093488,10.2507823125055,-52.1299309892565,0,0,1181.87204589755
"Alox5",-0.329718404367048,10.2483727265192,-52.1159353646765,0,0,1181.30325282853
"Isg20",-0.696643883963523,10.3208023844602,-52.10697736197,0,0,1181.04160343214
"Igsf10",-0.342218427857217,10.2577717198178,-52.0920221318825,0,0,1180.35427099197
"Mpeg1",-0.370282223767683,10.270741790392,-52.0766375244023,0,0,1179.75452762581
"Bace2",-0.387915673638899,10.29196399914,-52.0601695847361,0,0,1179.12059276034
"Ifit3",-0.363878113875062,10.2709533778304,-52.0311456168688,0,0,1177.92209115173
"Ccl8",-0.365535728529887,10.2575719605984,-52.0287290464621,0,0,1177.80558031749
"Plscr4",-0.41600059585693,10.3166715673629,-52.0199238044964,0,0,1177.53238044475
"Rock1",0.741198764734271,11.7320443181765,52.0042773985259,0,0,1177.35375723633
"Ass1",-0.379394526585367,10.2919194549937,-51.9946327336797,0,0,1176.4816012018
"Inmt",-0.401114980479145,10.285712654662,-51.9789071556902,0,0,1175.8408770587
"Pparg",-0.420417523435217,10.2986040770734,-51.9750913179103,0,0,1175.7043034168
"Dach1",-0.373338358668111,10.2738169167437,-51.9693892273717,0,0,1175.44036723092
"Pclaf",-0.326615848824247,10.2441405189495,-51.9629662192116,0,0,1175.13694221881
"Ccl12",-0.313042591760833,10.2368987522319,-51.9592759607069,0,0,1174.97714354865
"Lmo7",-0.390954358194476,10.2897704795612,-51.9342842772346,0,0,1174.05040779508
"Fbln5",0.762711456871473,11.2721839810484,51.8942912867459,0,0,1172.87745739811
"St3gal1",-0.422811184983942,10.3333944925587,-51.877816223787,0,0,1171.8348882672
"H2-Aa",-0.758471679110439,10.6195171302381,-51.8720489518646,0,0,1171.81371841196
"Ly6a",-0.73648114570538,10.6708705800784,-51.8664655249785,0,0,1171.6302860086
"Bmp6",-0.446762282471555,10.335750749321,-51.864033699855,0,0,1171.28281059507
"Cd209d",-0.359353053712873,10.2550806014559,-51.8660652330455,0,0,1171.25755444531
"Selp",-0.355502011152002,10.2712950665833,-51.8585203219647,0,0,1170.97724632997
"Aldh1a1",-0.429800796096243,10.2740286015577,-51.829309600107,0,0,1169.80956993525
"Clec4a1",-0.346875817443919,10.2573272231492,-51.805637375648,0,0,1168.8320155698
"Apod",-0.346015604280598,10.2571790868441,-51.7913259038201,0,0,1168.25706387165
"Nrip2",-0.348778589025333,10.2524288160291,-51.7481852954686,0,0,1166.51767323886
"Clec2d",-0.572154852826303,10.5144210904989,-51.6723464928843,0,0,1163.75846653734
"Rsad2",-0.539452519820028,10.3052059857072,-51.6325574932584,0,0,1161.95347365358
"Tmem119",-0.33884234072975,10.2554710527691,-51.6318428627869,0,0,1161.85386155523
"Apold1",-0.39246934061249,10.2819910824395,-51.6300278547877,0,0,1161.82095166769
"Ncam1",0.769670886126265,11.1562815764609,51.6139255092043,0,0,1161.60566396784
"Fth1",0.477087997348399,12.9896075721729,51.6022759496783,0,0,1161.2563015326
"Pld4",-0.40150129237381,10.2947392351594,-51.6014101097464,0,0,1160.69089528303
"Cdh5",-0.597901078757429,10.4597934780933,-51.5631545999358,0,0,1159.32411140716
"Tspan11",-0.320921149018636,10.2451918423886,-51.5681555083144,0,0,1159.2849057741
"Cpxm1",-0.37533740300425,10.2818253344942,-51.5484800168068,0,0,1158.55203371571
"Ednrb",-0.452192580194973,10.31564389813,-51.5330212180665,0,0,1157.97709886822
"Il10",-0.311519307997187,10.2372699853442,-51.4917899623155,0,0,1156.21398860511
"Slc43a3",-0.493236696091952,10.4002285409244,-51.4570243622537,0,0,1155.02947302973
"Abca9",-0.383626873066289,10.2846037311046,-51.4596798844425,0,0,1155.00017606345
"Ccl4",-0.338496988991455,10.2531302396231,-51.4547655173939,0,0,1154.75763098268
"Clec4a2",-0.350154426571454,10.261942427602,-51.4094345806614,0,0,1152.95674064278
"Lrg1",-0.371688790215641,10.2757623622968,-51.3908000354221,0,0,1152.23237470835
"Trp53i11",-0.439788078244439,10.3395155683147,-51.3727825227345,0,0,1151.59298074271
"Mcam",0.750925898992787,11.1802759654333,51.3629158359056,0,0,1151.56331085073
"Il1a",-0.30678705490776,10.2378937278946,-51.3494591109903,0,0,1150.52044383731
"Hfe",-0.397649738630355,10.3066389042852,-51.3292090096436,0,0,1149.81212788415
"Ptn",-0.334258004900839,10.2504698385842,-51.3219579497936,0,0,1149.44168809604
"Gatm",-0.340831928630102,10.2539030119656,-51.3182711751819,0,0,1149.29960657435
"S1pr3",-0.347140356163729,10.2547375487861,-51.3024736993627,0,0,1148.66990556091
"Runx1",-0.411373520727873,10.3142254002231,-51.2895308375945,0,0,1148.23603390853
"Srpx",-0.351250562096819,10.266769676713,-51.2759931261352,0,0,1147.62981063584
"Mcemp1",-0.318971435425384,10.244993078713,-51.2758759503201,0,0,1147.59154583398
"Fcgr2b",-0.414168993596622,10.3035455412277,-51.2623598456188,0,0,1147.13713492395
"Krt80",-0.355234996091738,10.2729576255715,-51.2257844885299,0,0,1145.63385442588
"Ccl3",-0.316883606013965,10.2414785678624,-51.1989028008276,0,0,1144.51332787582
"Clec4e",-0.321387782478137,10.2464450531319,-51.1982543089819,0,0,1144.49465242131
"Pde8a",-0.389245982810726,10.3007906072751,-51.1718597944518,0,0,1143.52112837832
"Sik1",-0.40267447428646,10.3094704247513,-51.139609160008,0,0,1142.24607746534
"Birc3",-0.414374913543185,10.3243713634794,-51.1377260768221,0,0,1142.18950282512
"Parp14",-0.462728493228914,10.3694936343772,-51.1271189842684,0,0,1141.818435469
"Igtp",-0.37079133309863,10.2853042054242,-51.099220244847,0,0,1140.60280938717
"Areg",-0.315901906956478,10.2425525953654,-51.0700417730158,0,0,1139.37553263771
"Rflnb",-0.501676493854372,10.3779096711688,-51.0548550381429,0,0,1138.94276735442
"Armh4",-0.324374849618964,10.2494094041696,-51.0482807969172,0,0,1138.51892097931
"Satb1",-0.524528447628606,10.4144972339151,-51.025575229962,0,0,1137.81541388689
"Cd33",-0.329739067703894,10.2502210075846,-50.9919328364793,0,0,1136.27581020046
"Lilrb4a",-0.360658462711369,10.270937030792,-50.9705358617575,0,0,1135.45582126026
"Cdca8",-0.316615751364857,10.2438105212069,-50.9526317541213,0,0,1134.70130115386
"Ptpn13",-0.346407318775315,10.2612589083306,-50.9369420348432,0,0,1134.10411090416
"Sparc",0.835062590391715,12.0156330719939,50.9128744811536,0,0,1133.71299175249
"Gpnmb",-0.328991890122921,10.2524748095811,-50.9077416432021,0,0,1132.92848399777
"Pthlh",-0.330358381556312,10.253656981659,-50.8656591925551,0,0,1131.25666509142
"Ccn3",0.802738318342781,11.2475695182349,50.8490344542918,0,0,1131.08321045835
"Dusp5",-0.368767092406063,10.2818585605513,-50.8221998663157,0,0,1129.5713330384
"Svep1",-0.358572727625956,10.270922992157,-50.8092272873681,0,0,1129.03983205261
"Lpl",-0.580336009232807,10.4564265469484,-50.7870784017783,0,0,1128.36105489388
"Gria3",-0.334647334276996,10.2582924414862,-50.7908311173027,0,0,1128.28934819492
"Adamtsl1",-0.37927936100675,10.2834696386308,-50.7744799526802,0,0,1127.67752490854
"Ablim1",-0.612335231020573,10.6070094257585,-50.7644417531552,0,0,1127.5812440109
"Cd74",-0.89725828482692,10.7799634240715,-50.7402295123164,0,0,1126.68349510769
"Klf10",-0.407472294675342,10.314691844317,-50.7352590014905,0,0,1126.16212106022
"Snca",-0.872311783447104,10.335420030406,-50.7206025357273,0,0,1125.60107122406
"B3gnt5",-0.391858293483535,10.3049434796101,-50.6987990636909,0,0,1124.701948573
"Gpm6a",-0.357331877338913,10.2660769270283,-50.6208305726267,0,0,1121.5541143866
"Tbxas1",-0.339092869326294,10.2584554100505,-50.6080935205509,0,0,1121.03689336138
"Arl4d",-0.378658829058695,10.2964980648202,-50.6043435714651,0,0,1120.94370227011
"Ctla2b",-0.38528593691445,10.2851976077195,-50.6033144816454,0,0,1120.88737443378
"Trem2",-0.319925710316992,10.2451163279301,-50.601154655257,0,0,1120.74100598745
"Tgif1",-0.396549494747925,10.3142177240924,-50.5984848132873,0,0,1120.7348293705
"Il6ra",-0.411835036935535,10.312580505859,-50.5763712847406,0,0,1119.85605822315
"Itga6",-0.493554905595769,10.3703698279985,-50.5745195466235,0,0,1119.84705202748
"Deptor",-0.364063070620022,10.2746904334435,-50.5606824919458,0,0,1119.18196540535
"Cybb",-0.470155664447045,10.3517718777681,-50.5469561267293,0,0,1118.73498446351
"F10",-0.307213835641607,10.2399618183236,-50.5312220048078,0,0,1117.96097062505
"Irgm2",-0.37345728004523,10.2894386339812,-50.5233649323038,0,0,1117.72475528554
"Ephx2",-0.355026494560645,10.2714639600396,-50.5181038975703,0,0,1117.49015360194
"Pla2g7",-0.361750689391508,10.2700948373718,-50.4585331134287,0,0,1115.12997411206
"Fli1",-0.518245082982746,10.4416984269632,-50.4398934574912,0,0,1114.58958267694
"Baz1a",-0.425868856267009,10.3462885833875,-50.4395131837307,0,0,1114.47606697939
"Plk3",-0.348808733598322,10.2669289297349,-50.4269871405727,0,0,1113.87613881408
"Cmtm3",-0.395155574312497,10.3079204684999,-50.4142843484919,0,0,1113.43180378075
"Sirpa",-0.429858714736431,10.3378862364966,-50.399772141588,0,0,1112.89399589434
"Mpz",-0.312868763198024,10.2397122735781,-50.3763847691474,0,0,1111.83252394934
"Crlf3",-0.467670413986889,10.3843759886602,-50.3333199701702,0,0,1110.31935381643
"Ms4a6d",-0.328946823042328,10.2516474126953,-50.2358134004284,0,0,1106.29655515111
"Ly6c1",-0.661618273862564,10.5541650518873,-50.2006105421273,0,0,1105.2034846496
"Kctd12",-0.524123040957972,10.4342089928678,-50.2022822229754,0,0,1105.19311290974
"Sdc3",-0.437504819827657,10.3360651157103,-50.1056932637355,0,0,1101.27874296913
"Ccl2",-0.340234999279783,10.257446975557,-50.0890399304893,0,0,1100.51567822885
"Notch1",-0.463804674740064,10.3718770681136,-50.0444025639465,0,0,1098.90402904437
"Cxcl13",-0.358520102123459,10.2654707088269,-50.0472309338425,0,0,1098.88062315906
"Car2",-0.459663687757589,10.2608733668916,-50.0450370422908,0,0,1098.79195841664
"Fst",-0.399730627670412,10.2985457054423,-49.9854498861666,0,0,1096.49458119235
"Podn",-0.338242902081817,10.2625290180106,-49.9728927728407,0,0,1095.94778094003
